Astro ID,TIC ID,Epoc,Per,Dur,Depth,SMass,SRad,SRadEst,Tmag,Year,MinT,MaxT,Split,Consensus Label,L1,L2,L3,L4,L5,L6,L7,L8,Notes,File,disp_E,disp_J,disp_N,disp_S,disp_B
2528,101738624.0,1654.143236,0.226863,0.04472604045,2010,1.72,2.90745,2.719149892,11.4354,1.0,1653.925583,1682.342416,train,,J,B,B,,,,,,,astronet_tess_ffi_s0039-0000000101738624_tess_v01_llc.fits,0,1,0,0,2
2529,260415628.0,1353.6982,31.066191,0.2976141098,169,,27.4977,28.20849236,8.213,1.0,1325.320745,1682.344465,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000260415628_tess_v01_llc.fits,0,1,0,0,0
2530,349095939.0,1331.653538,8.698504,0.1519628649,380,,9.52759,10.57276443,10.1469,1.0,1325.321063,1682.344899,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000349095939_tess_v01_llc.fits,0,2,1,0,0
2531,339667988.0,1384.273467,3.067254,0.193237002,34030,2.41,2.22065,2.145012516,9.3957,1.0,1381.718107,1682.34519,train,E,E,E,E,,,,,,,astronet_tess_ffi_s0039-0000000339667988_tess_v01_llc.fits,1,0,0,0,0
2532,340929171.0,1654.412177,1.087279,0.1739537672,2560,,,1.806688948,11.2485,1.0,1653.925966,1682.342764,train,,B,J,J,,,,,,,astronet_tess_ffi_s0039-0000000340929171_tess_v01_llc.fits,0,2,0,0,1
2533,349647610.0,1359.093804,36.168861,0.587020614,300,,41.1804,42.82450691,4.8602,1.0,1325.321058,1682.345046,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000349647610_tess_v01_llc.fits,0,1,0,0,0
2534,340065079.0,1396.236464,16.542348,0.1551672242,570,,10.4967,10.95904473,9.5959,1.0,1381.717981,1682.345309,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000340065079_tess_v01_llc.fits,0,2,1,0,0
2535,119088593.0,1654.166649,0.361585,0.1572641641,18550,1.72,1.84612,1.936826012,10.824,1.0,1653.927253,1682.343934,train,B,B,E,B,,,,,,,astronet_tess_ffi_s0039-0000000119088593_tess_v01_llc.fits,0,0,0,0,1
2536,143769346.0,1655.784889,0.866683,0.2476720009,3720,1.65,1.64781,1.657215269,8.9934,1.0,1653.926401,1682.343158,train,B,B,B,B,,,,,,,astronet_tess_ffi_s0039-0000000143769346_tess_v01_llc.fits,0,0,0,0,1
2537,320004264.0,1654.30556,1.046307,0.172347689,570,1.34,1.24799,1.250084842,8.194,1.0,1653.926195,1682.342972,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000320004264_tess_v01_llc.fits,0,1,0,0,0
2538,63343395.0,1657.312878,0.39585,0.0389239305,199070,1.35,1.47629,1.539710169,10.0344,1.0,1653.927462,1682.344122,train,B,E,B,B,,,,,,,astronet_tess_ffi_s0039-0000000063343395_tess_v01_llc.fits,0,0,0,0,1
2539,261543672.0,1333.949425,14.567131,0.3586427652,630,1.03,1.755,1.756547339,10.5551,1.0,1325.324441,1682.343,train,J,J,E,J,,,,,,,astronet_tess_ffi_s0039-0000000261543672_tess_v01_llc.fits,0,1,0,0,0
2540,129040197.0,1655.982153,2.035016,0.2324598777,759,1.08,0.933466,0.9595623976,9.9771,1.0,1653.925361,1682.342213,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000129040197_tess_v01_llc.fits,0,2,1,0,0
2541,293436546.0,1328.160775,24.27824,0.2668178576,1480,,9.51068,8.628878638,11.1604,1.0,1325.323318,1682.343693,train,J,E,J,J,,,,,,,astronet_tess_ffi_s0039-0000000293436546_tess_v01_llc.fits,0,1,0,0,0
2542,40516132.0,1329.018998,13.557532,0.1746210122,3180,0.88,1.48516,0.8006481435,10.3937,1.0,1325.322056,1682.343776,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000040516132_tess_v01_llc.fits,0,1,0,0,0
2543,90104045.0,1657.856415,1.828489,0.1558421175,149420,1.72,2.43342,2.089461632,9.33619,1.0,1653.926387,1682.343147,train,E,E,E,E,,,,,,,astronet_tess_ffi_s0039-0000000090104045_tess_v01_llc.fits,1,0,0,0,0
2544,150186765.0,1354.563656,1.356837,0.1494691639,390,1.57,1.87118,1.848883155,11.1835,1.0,1354.113806,1682.344336,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000150186765_tess_v01_llc.fits,0,1,0,0,0
2545,311106964.0,1627.92011,0.536004,0.07132069224,5370,1.78,4.35729,4.232206245,11.2624,1.0,1624.969486,1682.344466,train,,J,B,J,,,,,,,astronet_tess_ffi_s0039-0000000311106964_tess_v01_llc.fits,0,2,0,0,1
2546,351473045.0,1655.387973,13.796244,0.1619679046,2560,,,8.926496897,11.2013,1.0,1653.925996,1682.342791,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000351473045_tess_v01_llc.fits,0,2,1,0,0
2547,327595848.0,1326.327905,14.913974,0.1005201848,5410,1.21,2.08281,2.060125328,10.6969,1.0,1325.325559,1682.342516,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000327595848_tess_v01_llc.fits,0,1,0,0,0
2548,302987734.0,1330.495649,28.154428,0.6224944031,4670,1.36,1.38861,1.370244167,11.1834,1.0,1325.323185,1682.343901,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000302987734_tess_v01_llc.fits,0,1,0,0,0
2549,370041241.0,1325.853118,0.337393,0.01560105232,70,1.59,2.2854,2.227795766,6.671,1.0,1325.322266,1682.343334,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000370041241_tess_v01_llc.fits,0,2,1,0,0
2550,22002422.0,1657.230169,0.207655,0.0345330265,980,,,1000.0,9.3134,1.0,1653.92766,1682.344303,train,,B,N,B,,,,,,,astronet_tess_ffi_s0039-0000000022002422_tess_v01_llc.fits,0,0,1,0,2
2551,167572401.0,1327.197242,14.807363,0.2435811214,490,,11.5528,11.35238175,8.3441,1.0,1325.321219,1682.344628,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000167572401_tess_v01_llc.fits,0,2,1,0,0
2552,325342251.0,1329.029324,3.686004,0.1666073808,1630,1.56,1.64524,1.629808476,10.4922,1.0,1325.324837,1682.342827,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000325342251_tess_v01_llc.fits,0,1,0,0,0
2553,340458436.0,1407.726832,44.066081,0.2930394387,570,,18.6354,17.78671087,11.2112,1.0,1381.717892,1682.345396,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000340458436_tess_v01_llc.fits,0,1,0,0,0
2554,349060657.0,1329.860899,6.942254,0.1695992652,290,,10.6443,10.29724617,10.7953,1.0,1325.320923,1682.344919,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000349060657_tess_v01_llc.fits,0,1,0,0,0
2555,128793082.0,1656.373843,2.893841,0.1611290669,550,,11.5351,11.11946364,9.3617,1.0,1653.925525,1682.342362,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000128793082_tess_v01_llc.fits,0,1,0,0,0
2556,41533230.0,1326.158794,1.420726,0.2875265279,16780,1.16,4.83316,4.682450662,11.3598,1.0,1325.321913,1682.344293,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000041533230_tess_v01_llc.fits,0,2,1,0,0
2557,379464302.0,1654.161889,0.339363,0.1592494814,3230,1.02,1.73439,1.783694179,11.5211,1.0,1653.926774,1682.343499,train,,B,J,J,,,,,,,astronet_tess_ffi_s0039-0000000379464302_tess_v01_llc.fits,0,2,0,0,1
2558,381000020.0,1655.417635,2.560357,0.1654502693,460,,10.4516,11.0668434,9.2878,1.0,1653.927511,1682.344169,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000381000020_tess_v01_llc.fits,0,2,1,0,0
2559,305424382.0,1629.084915,1.466446,0.1722634116,1410,,2.13869,2.178460343,9.9355,1.0,1624.969522,1682.344515,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000305424382_tess_v01_llc.fits,0,1,0,0,0
2560,269854864.0,1347.858245,33.953656,0.8651391549,677060,,10.4824,10.02055741,10.8806,1.0,1325.323035,1682.343929,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000269854864_tess_v01_llc.fits,0,1,0,0,0
2561,304033848.0,1328.543645,7.38392,0.5075706608,4410,,,3.726557826,10.5273,1.0,1325.323709,1682.342992,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000304033848_tess_v01_llc.fits,0,1,0,0,0
2562,340315487.0,1385.145348,24.466237,0.2246000557,7130,,3.6409,3.723530832,9.8951,1.0,1381.717865,1682.345415,train,J,J,S,J,,,,,,,astronet_tess_ffi_s0039-0000000340315487_tess_v01_llc.fits,0,1,0,0,0
2563,41586601.0,1325.711107,0.220032,0.04579526016,1980,1.25,1.40976,1.444578878,11.3491,1.0,1325.321808,1682.344307,train,E,E,E,E,,,,,,,astronet_tess_ffi_s0039-0000000041586601_tess_v01_llc.fits,1,0,0,0,0
2564,176957710.0,1326.076934,0.722809,0.1462387169,800,1.52,1.97791,1.679148859,10.3712,1.0,1325.321332,1682.344597,train,,B,B,J,,,,,,,astronet_tess_ffi_s0039-0000000176957710_tess_v01_llc.fits,0,1,0,0,2
2565,323352705.0,1607.36459,19.091568,0.1869064507,2670,,10.5119,10.72048684,10.2557,1.0,1596.782001,1682.34467,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000323352705_tess_v01_llc.fits,0,1,0,0,0
2566,380529617.0,1628.361188,27.276974,0.730204594,3370,1.17,1.14819,1.136230075,11.4832,1.0,1624.969262,1682.344241,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000380529617_tess_v01_llc.fits,0,1,0,0,0
2567,261088568.0,1325.85028,0.200587,0.04914983261,990,1.69,2.08889,2.05968743,10.425,1.0,1325.322775,1682.344048,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000261088568_tess_v01_llc.fits,0,1,0,0,0
2568,220347617.0,1657.500493,7.766446,0.1762983242,709,,15.0072,15.45430885,11.4469,1.0,1653.925707,1682.342528,train,J,J,E,J,,,,,,,astronet_tess_ffi_s0039-0000000220347617_tess_v01_llc.fits,0,1,0,0,0
2569,349246232.0,1634.582043,9.050907,0.1928748282,1320,1.25,1.27218,1.290235115,11.4211,1.0,1624.969181,1682.344155,train,E,E,E,E,,,,,,,astronet_tess_ffi_s0039-0000000349246232_tess_v01_llc.fits,1,0,0,0,0
2570,277300832.0,1325.816381,0.722115,0.1755750411,48950,,,11.40962052,10.7835,1.0,1325.321874,1682.344004,train,,J,J,B,,,,,,,astronet_tess_ffi_s0039-0000000277300832_tess_v01_llc.fits,0,2,0,0,1
2571,304032638.0,1327.23325,17.221256,0.1882283281,869,,11.5537,11.36836443,11.1311,1.0,1325.323713,1682.343054,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000304032638_tess_v01_llc.fits,0,2,1,0,0
2572,114053589.0,1657.104957,0.888905,0.1016462867,73090,1.43,2.16941,2.121784056,9.7888,1.0,1653.92545,1682.342295,train,E,E,N,E,,,,,,,astronet_tess_ffi_s0039-0000000114053589_tess_v01_llc.fits,1,0,0,0,0
2573,337442109.0,1654.13176,0.490751,0.04939408815,530,,,69.51359325,10.5333,1.0,1653.92749,1682.34415,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000337442109_tess_v01_llc.fits,0,2,1,0,0
2574,301610395.0,1627.608123,0.397696,0.01770940288,3529,1.3,2.01003,2.020988414,11.0903,1.0,1624.969544,1682.344538,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000301610395_tess_v01_llc.fits,0,1,0,0,0
2575,340779571.0,1658.192546,13.930001,0.2770677199,1990,,14.0569,13.24755806,11.0339,1.0,1653.926896,1682.343609,train,J,J,S,J,,,,,,,astronet_tess_ffi_s0039-0000000340779571_tess_v01_llc.fits,0,1,0,0,0
2576,150439394.0,1376.154213,27.491043,0.2202032544,560,,10.4332,10.15256947,6.6909,1.0,1354.113586,1652.865383,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000150439394_tess_v01_llc.fits,0,1,0,0,0
2577,76228620.0,1655.199852,9.768467,0.1883360438,3810,1.15,1.33063,1.344014905,11.2723,1.0,1653.92758,1682.344231,train,E,E,E,E,,,,,,,astronet_tess_ffi_s0039-0000000076228620_tess_v01_llc.fits,1,0,0,0,0
2578,38583375.0,1341.272867,39.733146,0.3842195218,120,1.3,1.25657,1.283815462,10.0717,1.0,1325.322263,1682.343189,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000038583375_tess_v01_llc.fits,0,1,0,0,0
2579,90818547.0,1657.389495,0.232655,0.0277464353,3410,1.63,2.10785,2.09205788,10.6782,1.0,1653.927013,1682.343715,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000090818547_tess_v01_llc.fits,0,1,0,0,0
2580,287641035.0,1394.127556,27.413564,0.2478186186,1750,1.09,2.10243,2.16592908,11.4485,1.0,1381.718534,1682.344877,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000287641035_tess_v01_llc.fits,0,2,1,0,0
2581,180416826.0,1655.822111,2.190192,0.1021724568,2650,1.7,1.57476,1.568386315,11.4695,1.0,1653.926195,1682.34297,train,E,E,E,E,,,,,,,astronet_tess_ffi_s0039-0000000180416826_tess_v01_llc.fits,1,0,0,0,0
2582,271575127.0,1325.884868,0.642254,0.111347576,59610,1.26,2.23175,2.516137645,10.7474,1.0,1325.322089,1682.344557,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000271575127_tess_v01_llc.fits,0,1,0,0,0
2583,176935871.0,1325.935319,0.995726,0.1681382924,1930,,,4.545657892,11.3944,1.0,1325.321526,1682.344545,train,,J,J,B,,,,,,,astronet_tess_ffi_s0039-0000000176935871_tess_v01_llc.fits,0,2,0,0,1
2584,167891326.0,1326.986889,1.267254,0.1345950473,140,1.08,1.38401,1.291619532,6.8805,1.0,1325.320965,1652.865734,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000167891326_tess_v01_llc.fits,0,1,0,0,0
2585,421257284.0,1632.429426,11.615918,0.1137198372,200,,27.6133,29.36479611,3.1706,1.0,1624.969643,1682.344643,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000421257284_tess_v01_llc.fits,0,1,0,0,0
2586,340215075.0,1401.927313,22.062661,0.2400417517,330,,20.9815,21.13898017,11.1257,1.0,1381.717867,1682.345409,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000340215075_tess_v01_llc.fits,0,1,0,0,0
2587,311415441.0,1627.024496,2.372115,0.09035386035,5020,,,,10.6582,1.0,1624.969393,1682.344379,train,E,E,E,E,,,,,,,astronet_tess_ffi_s0039-0000000311415441_tess_v01_llc.fits,1,0,0,0,0
2588,141609929.0,1326.299155,1.147809,0.2393296546,1240,1.49,2.13848,1.981237206,11.063,1.0,1325.322402,1682.344152,train,,J,J,B,,,,,,,astronet_tess_ffi_s0039-0000000141609929_tess_v01_llc.fits,0,2,0,0,1
2589,277298580.0,1326.59499,1.020032,0.1279120128,3780,,,18.56354803,9.8699,1.0,1325.321918,1652.864833,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000277298580_tess_v01_llc.fits,0,1,0,0,0
2590,1479206.0,1659.035813,2.343871,0.1881894026,161600,1.92,1.86443,1.894785598,10.8536,1.0,1653.926015,1682.342808,train,E,E,E,E,,,,,,,astronet_tess_ffi_s0039-0000000001479206_tess_v01_llc.fits,1,0,0,0,0
2591,262575578.0,1384.166914,1.135309,0.2245187078,3710,0.590224,0.602623,0.6502915311,11.4273,1.0,1381.717962,1682.345332,train,,J,B,J,,,,,,,astronet_tess_ffi_s0039-0000000262575578_tess_v01_llc.fits,0,2,0,0,1
2592,339672028.0,1387.667721,10.331143,0.245054712,4580,1.04,1.72816,1.718903201,9.3935,1.0,1381.718113,1682.345186,train,E,E,E,E,,,,,,,astronet_tess_ffi_s0039-0000000339672028_tess_v01_llc.fits,1,0,0,0,0
2593,279512035.0,1326.560645,0.981143,0.134141871,300,1.47,2.21924,2.115390358,10.0712,1.0,1325.320616,1652.865859,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000279512035_tess_v01_llc.fits,0,1,0,0,0
2594,274033976.0,1645.745548,33.773784,0.2050068689,930,,17.6098,19.53464126,8.6625,1.0,1624.969004,1682.343968,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000274033976_tess_v01_llc.fits,0,2,1,0,0
2595,118324224.0,1655.283684,1.272001,0.2881718266,34630,1.31,4.50872,4.961817215,6.9156,1.0,1653.927403,1682.34407,train,E,E,S,B,,,,,,,astronet_tess_ffi_s0039-0000000118324224_tess_v01_llc.fits,1,0,0,0,0
2596,90322314.0,1657.374691,0.321544,0.06049528816,18660,,,103.4658146,11.3898,1.0,1653.927043,1682.343742,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000090322314_tess_v01_llc.fits,0,1,0,0,0
2597,349272477.0,1333.205403,11.013087,0.1542933489,290,,11.6573,11.37529008,9.7765,1.0,1325.320872,1682.344998,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000349272477_tess_v01_llc.fits,0,1,0,0,0
2598,358177998.0,1327.492948,2.151976,0.161312121,160,,10.4347,10.66220355,7.0195,1.0,1325.322101,1652.865462,train,J,J,S,J,,,,,,,astronet_tess_ffi_s0039-0000000358177998_tess_v01_llc.fits,0,1,0,0,0
2599,278517835.0,1598.811179,0.61517,0.0568355563,550,1.01,1.32531,1.338308196,10.5244,1.0,1596.781888,1682.344477,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000278517835_tess_v01_llc.fits,0,1,0,0,0
2600,101453466.0,1659.281582,9.803189,0.1287158716,1320,,9.5737,10.024006,11.3679,1.0,1653.925575,1682.342407,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000101453466_tess_v01_llc.fits,0,2,1,0,0
2601,323292169.0,1612.824449,31.785111,0.3477291143,1170,,33.4489,38.61224371,11.3484,1.0,1596.782112,1682.344861,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000323292169_tess_v01_llc.fits,0,1,0,0,0
2602,150430575.0,1326.666013,1.784615,0.0672442932,160,,7.17325,7.36829516,9.6161,1.0,1325.320976,1682.344507,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000150430575_tess_v01_llc.fits,0,1,0,0,0
2603,306268580.0,1633.117731,6.505532,0.1621178574,1840,,11.2104,11.79494486,8.2562,1.0,1624.969451,1682.34444,train,E,E,E,E,,,,,,,astronet_tess_ffi_s0039-0000000306268580_tess_v01_llc.fits,1,0,0,0,0
2604,341313324.0,1656.393525,3.28289,0.1475659055,510,,10.2646,10.60476212,10.706,1.0,1653.925653,1682.342479,train,,J,B,J,,,,,,,astronet_tess_ffi_s0039-0000000341313324_tess_v01_llc.fits,0,2,0,0,1
2605,262956944.0,1341.831079,18.117351,0.6692549459,2250,,26.5587,28.87407032,10.5115,1.0,1325.323905,1682.343245,train,J,J,S,J,,,,,,,astronet_tess_ffi_s0039-0000000262956944_tess_v01_llc.fits,0,1,0,0,0
2606,351554729.0,1654.834594,15.365677,0.4715726271,1030,0.95,1.34734,1.006348697,9.0438,1.0,1653.925854,1682.342662,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000351554729_tess_v01_llc.fits,0,1,0,0,0
2607,389011840.0,1599.795842,23.264874,0.1891434256,360,1.51,1.35594,1.351734369,10.0236,1.0,1596.781909,1682.344513,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000389011840_tess_v01_llc.fits,0,2,1,0,0
2608,91005175.0,1657.438577,0.312517,0.03096418436,1440,,,62.52819988,10.5801,1.0,1653.92695,1682.343658,train,B,B,B,B,,,,,,,astronet_tess_ffi_s0039-0000000091005175_tess_v01_llc.fits,0,0,0,0,1
2609,85924890.0,1658.672433,1.600711,0.0970030866,11650,1.37,1.61187,1.629461706,9.8652,1.0,1653.927405,1682.344071,train,E,E,E,E,,,,,,,astronet_tess_ffi_s0039-0000000085924890_tess_v01_llc.fits,1,0,0,0,0
2610,278139818.0,1411.489066,4.98392,0.1842056832,320,,12.3592,10.94666348,8.9942,1.0,1410.927804,1682.34445,train,,N,J,J,,,,,,,astronet_tess_ffi_s0039-0000000278139818_tess_v01_llc.fits,0,2,1,0,0
2611,128843900.0,1657.774265,5.934493,0.1518043309,740,,10.8925,11.1757199,11.0411,1.0,1653.925376,1682.342227,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000128843900_tess_v01_llc.fits,0,2,1,0,0
2612,316991172.0,1336.359798,14.575429,0.1861282283,1080,,8.77937,10.82971119,10.7286,1.0,1325.324777,1682.342946,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000316991172_tess_v01_llc.fits,0,2,1,0,0
2613,340255631.0,1394.20246,13.545948,0.2186316007,1240,1.24,1.05853,1.066632382,10.192,1.0,1381.717903,1682.345382,train,J,J,S,J,,,,,,,astronet_tess_ffi_s0039-0000000340255631_tess_v01_llc.fits,0,1,0,0,0
2614,6529403.0,1654.179692,0.322696,0.09408847272,2839,,,1.095713871,10.9253,1.0,1653.926684,1682.343417,train,,B,N,B,,,,,,,astronet_tess_ffi_s0039-0000000006529403_tess_v01_llc.fits,0,0,1,0,2
2615,421893327.0,1325.701893,0.572115,0.1265060688,3280,1.26,2.29964,1.984430764,10.075,1.0,1325.324951,1682.342669,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000421893327_tess_v01_llc.fits,0,1,0,0,0
2616,279613701.0,1362.223454,10.29642,0.1406490972,490,,10.2341,10.4579356,10.7381,1.0,1354.112863,1682.345016,train,,J,J,B,,,,,,,astronet_tess_ffi_s0039-0000000279613701_tess_v01_llc.fits,0,2,0,0,1
2617,177285916.0,1332.030368,6.429754,0.2294136227,145590,1.02,2.24003,1.832487398,10.9409,1.0,1325.322379,1682.344429,train,E,E,E,E,,,,,,,astronet_tess_ffi_s0039-0000000177285916_tess_v01_llc.fits,1,0,0,0,0
2618,350181394.0,1326.028134,1.036698,0.1257825683,820,,4.79587,4.736226696,10.9148,1.0,1325.320923,1652.866172,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000350181394_tess_v01_llc.fits,0,2,1,0,0
2619,272186429.0,1390.634981,29.813496,0.2874021014,370,,15.8962,17.30181868,9.4001,1.0,1381.718665,1682.344749,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000272186429_tess_v01_llc.fits,0,1,0,0,0
2620,269371298.0,1657.07118,1.082655,0.0113462244,1060,1.28,1.57109,1.599176045,8.6207,1.0,1653.925822,1682.342632,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000269371298_tess_v01_llc.fits,0,2,1,0,0
2621,300379485.0,1339.228264,18.254228,0.2179554823,2150,,8.15638,8.967194283,9.7008,1.0,1325.321342,1652.865826,train,J,J,S,J,,,,,,,astronet_tess_ffi_s0039-0000000300379485_tess_v01_llc.fits,0,1,0,0,0
2622,295541986.0,1654.064995,0.403946,0.1965964787,24600,,,,9.354,1.0,1653.927386,1682.344055,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000295541986_tess_v01_llc.fits,0,1,0,0,0
2623,290552141.0,1626.409142,0.814476,0.1621051583,740,1.34,1.23416,1.239513111,10.8604,1.0,1624.969371,1682.344355,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000290552141_tess_v01_llc.fits,0,1,0,0,0
2624,406119865.0,1655.925911,13.115903,0.1287981675,43050,1.49,1.88925,1.844574023,11.529,1.0,1653.92645,1682.343203,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000406119865_tess_v01_llc.fits,0,1,0,0,0
2625,340137833.0,1383.920637,1.082532,0.2842512526,1620,,,,8.23,1.0,1381.717983,1682.345309,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000340137833_tess_v01_llc.fits,0,1,0,0,0
2626,168822414.0,1657.311919,0.59585,0.456552187,8720,1.22,1.8713,1.838818107,11.2803,1.0,1653.925677,1682.342501,train,J,J,J,J,,,,,,,astronet_tess_ffi_s0039-0000000168822414_tess_v01_llc.fits,0,1,0,0,0
2627,271998410.0,1326.929884,22.349868,0.2449545533,600,,9.84745,10.41366517,11.4401,1.0,1325.321744,1682.344859,train,,J,N,J,,,,,,,astronet_tess_ffi_s0039-0000000271998410_tess_v01_llc.fits,0,2,1,0,0
